elapsed_s,phase,port,alicat_addr,target_sp,alicat_psi,transducer_psi,transducer_v,offset
18.128,dynamic,port_b,A,30.00,18.3700,18.3826,6.1275,0.0126
18.415,dynamic,port_b,A,30.00,18.6600,18.6690,6.2230,0.0090
18.703,dynamic,port_b,A,30.00,18.9500,18.9222,6.3074,-0.0278
18.990,dynamic,port_b,A,30.00,19.2300,18.2539,6.0846,-0.9761
19.278,dynamic,port_b,A,30.00,19.5200,19.5310,6.5103,0.0110
19.565,dynamic,port_b,A,30.00,19.8100,19.8201,6.6067,0.0101
19.853,dynamic,port_b,A,30.00,20.1000,20.1059,6.7020,0.0059
20.141,dynamic,port_b,A,30.00,20.3900,19.4430,6.4810,-0.9470
20.428,dynamic,port_b,A,30.00,20.6700,20.6848,6.8949,0.0148
20.716,dynamic,port_b,A,30.00,20.9600,20.9704,6.9901,0.0104
21.003,dynamic,port_b,A,30.00,21.2500,21.2570,7.0857,0.0070
21.291,dynamic,port_b,A,30.00,21.5400,20.4583,6.8194,-1.0817
21.579,dynamic,port_b,A,30.00,21.8200,21.8362,7.2787,0.0162
21.866,dynamic,port_b,A,30.00,22.1100,22.1191,7.3730,0.0091
22.153,dynamic,port_b,A,30.00,22.4000,22.4065,7.4688,0.0065
22.441,dynamic,port_b,A,30.00,22.6900,21.6276,7.2092,-1.0624
22.729,dynamic,port_b,A,30.00,22.9700,22.9631,7.6544,-0.0069
23.016,dynamic,port_b,A,30.00,23.2600,23.2733,7.7578,0.0133
23.304,dynamic,port_b,A,30.00,23.5500,23.5543,7.8514,0.0043
23.591,dynamic,port_b,A,30.00,23.8300,23.1509,7.7170,-0.6791
23.879,dynamic,port_b,A,30.00,24.1200,24.0428,8.0143,-0.0772
24.167,dynamic,port_b,A,30.00,24.4100,24.4223,8.1408,0.0123
24.454,dynamic,port_b,A,30.00,24.7000,24.7045,8.2348,0.0045
24.742,dynamic,port_b,A,30.00,24.9900,24.3804,8.1268,-0.6096
25.030,dynamic,port_b,A,30.00,25.2700,24.9344,8.3115,-0.3356
25.317,dynamic,port_b,A,30.00,25.5600,25.5730,8.5243,0.0130
25.604,dynamic,port_b,A,30.00,25.8500,25.8583,8.6194,0.0083
25.892,dynamic,port_b,A,30.00,26.1400,25.6800,8.5600,-0.4600
26.180,dynamic,port_b,A,30.00,26.4200,26.0353,8.6784,-0.3847
26.467,dynamic,port_b,A,30.00,26.7100,26.7228,8.9076,0.0128
26.755,dynamic,port_b,A,30.00,27.0000,27.0057,9.0019,0.0057
27.043,dynamic,port_b,A,30.00,27.2900,27.2912,9.0971,0.0012
27.330,dynamic,port_b,A,30.00,27.5700,27.1709,9.0570,-0.3991
27.617,dynamic,port_b,A,30.00,27.8600,27.8744,9.2915,0.0144
27.905,dynamic,port_b,A,30.00,28.1500,28.1574,9.3858,0.0074
28.193,dynamic,port_b,A,30.00,28.4400,28.4424,9.4808,0.0024
28.480,dynamic,port_b,A,30.00,28.7200,27.8239,9.2746,-0.8961
28.768,dynamic,port_b,A,30.00,29.0100,29.0195,9.6732,0.0095
29.055,dynamic,port_b,A,30.00,29.3000,29.3081,9.7694,0.0081
29.343,dynamic,port_b,A,30.00,29.5900,29.5954,9.8651,0.0054
29.631,dynamic,port_b,A,30.00,29.8700,28.8772,9.6257,-0.9928
29.918,dynamic,port_b,A,30.00,30.0700,30.0790,10.0263,0.0090
30.206,dynamic,port_b,A,30.00,30.0800,30.0823,10.0274,0.0023
30.493,dynamic,port_b,A,30.00,30.0800,30.0825,10.0275,0.0025
30.781,dynamic,port_b,A,30.00,30.0700,29.3876,9.7959,-0.6824
31.068,dynamic,port_b,A,30.00,30.0700,29.9980,9.9993,-0.0720
31.356,dynamic,port_b,A,30.00,30.0700,30.0755,10.0252,0.0055
31.643,dynamic,port_b,A,30.00,30.0700,30.0751,10.0250,0.0051
31.931,dynamic,port_b,A,30.00,30.0700,29.3777,9.7926,-0.6923
32.219,dynamic,port_b,A,30.00,30.0700,30.0683,10.0228,-0.0017
32.506,dynamic,port_b,A,30.00,30.0700,30.0736,10.0245,0.0036
32.794,dynamic,port_b,A,30.00,30.0700,30.0732,10.0244,0.0032
33.081,dynamic,port_b,A,30.00,30.0700,29.3760,9.7920,-0.6940
33.369,dynamic,port_b,A,30.00,30.0700,29.9262,9.9754,-0.1438
33.656,dynamic,port_b,A,30.00,30.0700,30.0727,10.0242,0.0027
33.944,dynamic,port_b,A,30.00,30.0600,30.0674,10.0225,0.0074
34.231,dynamic,port_b,A,30.00,30.0600,30.0173,10.0058,-0.0427
34.519,dynamic,port_b,A,30.00,30.0600,29.7710,9.9237,-0.2890
34.807,dynamic,port_b,A,30.00,30.0600,30.0660,10.0220,0.0060
35.094,dynamic,port_b,A,30.00,30.0600,30.0661,10.0220,0.0061
35.382,dynamic,port_b,A,30.00,30.0600,29.9068,9.9689,-0.1532
35.669,dynamic,port_b,A,30.00,30.0400,29.5265,9.8422,-0.5135
35.957,dynamic,port_b,A,30.00,30.0400,30.0436,10.0145,0.0036
36.245,dynamic,port_b,A,30.00,30.0400,30.0432,10.0144,0.0032
36.532,dynamic,port_b,A,30.00,30.0400,30.0434,10.0145,0.0034
36.820,dynamic,port_b,A,30.00,30.0400,29.7731,9.9244,-0.2669
37.107,dynamic,port_b,A,30.00,30.0400,30.0439,10.0146,0.0039
37.395,dynamic,port_b,A,30.00,30.0400,30.0422,10.0141,0.0022
37.683,dynamic,port_b,A,30.00,30.0400,30.0401,10.0134,0.0001
